Accession,Population,Tray,Plant_ID,Treatment,rand_placement_within_tray,Placement,flow_fresh_tissue_weight,DNA_content,FLOW,Cytotype,leaf_1_chlorophyll,leaf_1_fresh_mass,leaf_1_dry_mass,leaf_1_area_cm,leaf_1_area_m,leaf_1_SLA,leaf_1_perimeter_cm,leaf_1_DMC,leaf_2_chlorophyll,leaf_2_fresh_mass,leaf_2_dry_mass,leaf_2_area_cm,leaf_2_area_m,leaf_2_SLA,leaf_2_perimeter,leaf_2_DMC,leaf_3_chlorophyll,leaf_3_fresh_mass,leaf_3_dry_mass,leaf_3_area,leaf_3_area_m,leaf_3_SLA,leaf_3_perimeter,leaf_3_DMC,avg_leaf_dry_mass,avg_chlorophyll,avg_DMC,est_flo_dry_leaf_weight,avg_SLA,leaf_curl,whorled_leaf,tick_stem,thick_leaf,Sum,aboveground_dry_mass,total_aboveground_biomass,belowground_dry_mass,total_biomass_g,root_to_shoot_raio,rhizome_weight,fine_roots_weight,Died,normalized_aboveground_mass,normalized_rhizome_mass,normalized_fine_roots_mass
Blue3-2018,Blue,24,164,L,0.982239696,20,NA,NA,,Treated Diploid,32.5,0.0237,0.0068,1.1,0.011,1.617647059,4.87,0.286919831,37.1,0.032,0.0086,1.33,0.0133,1.546511628,5.14,0.26875,NA,NA,NA,NA,NA,NA,NA,NA,0.0077,34.8,0.277834916,0.030052292,1.582079344,0,0,0,0,0,0.0555,0.085552292,0.0236,0.109152292,0.275854678,0.007,0.0166,0,0.783788324,0.064130582,0.152081094
Santa-3,Santa,11,323,H,0.042203707,2,0.0803,1.122,Y,Untreated Diploid,40.6,0.0924,0.0204,3.93,0.0393,1.926470588,8.39,0.220779221,43.6,0.126,0.0316,4.59,0.0459,1.452531646,9.52,0.250793651,40.2,0.1552,0.0412,5.64,0.0564,1.368932039,9.95,0.265463918,0.031066667,41.46666667,0.24567893,0.027105442,1.582644758,0,0,1,1,2,0.887,0.914105442,0.3784,1.292505442,0.413956621,0.1176,0.2608,0,0.707235275,0.090986077,0.201778648
Blue11-2018,Blue,32,764,H,NA,NA,0.0171,1.276,Y,Treated Diploid,41.9,0.054,0.0138,2.29,0.0229,1.65942029,6.65,0.255555556,43.4,0.0585,0.0149,2.4,0.024,1.610738255,6.76,0.254700855,NA,NA,0.0144,2.18,0.0218,1.513888889,6.6,NA,0.014366667,42.65,0.255128206,0.012466017,1.594682478,0,0,0,0,0,0.1938,0.206266017,0.042,0.248266017,0.203620551,0.0038,0.0382,0,0.830826625,0.015306163,0.153867213
Santa8-2018,Santa,16,480,H,0.77646593,13,0.106,0.98,Y,Treated Diploid,39.3,0.1203,0.0304,5.27,0.0527,1.733552632,9.58,0.252701579,41.7,0.1213,0.0323,5,0.05,1.547987616,9.23,0.266281946,40.9,0.1163,0.0317,4.94,0.0494,1.558359621,9.15,0.272570937,0.031466667,40.63333333,0.263851487,0.004670771,1.613299956,0,1,0,0,1,0.9223,0.926970771,0.3815,1.308470771,0.411555587,0.116,0.2655,0,0.708438271,0.088653108,0.202908621
Santa5-2018,Santa,20,464,L,0.221997502,5,NA,NA,,Treated Diploid,36.3,0.0127,0.0034,0.68,0.0068,2,3.57,0.267716535,42.9,0.0244,0.0083,1.02,0.0102,1.228915663,4.17,0.340163934,NA,NA,NA,NA,NA,NA,NA,NA,0.00585,39.6,0.303940235,0.010471172,1.614457832,0,0,0,0,0,0.0308,0.041271172,0.0178,0.059071172,0.431293785,0.0065,0.0113,0,0.698668582,0.110036754,0.191294664
Santa15-2018,Santa,21,449,L,0.706153776,16,NA,NA,,Treated Diploid,34.2,0.0216,0.0048,0.84,0.0084,1.75,3.85,0.222222222,38.4,0.0266,0.0068,1.06,0.0106,1.558823529,4.36,0.255639098,36.6,0.0192,0.0053,0.83,0.0083,1.566037736,3.8,0.276041667,0.005633333,36.4,0.251300996,0.004794576,1.624953755,1,1,0,1,3,0.0188,0.023594576,0.0159,0.039494576,0.673883693,0.0075,0.0084,0,0.597413073,0.189899494,0.212687433
Blue5-2018,Blue,16,384,H,0.114073262,4,0.0912,1.117,Y,Treated Diploid,43.6,0.1457,0.0343,5.62,0.0562,1.638483965,10.7,0.235415237,42.4,0.1284,0.0314,5.27,0.0527,1.678343949,10.74,0.244548287,43.5,0.1389,0.033,5.23,0.0523,1.584848485,10.16,0.237580994,0.0329,43.16666667,0.239181506,0.021961465,1.633892133,0,1,0,0,1,0.5626,0.584561465,0.2037,0.788261465,0.34846635,0.0734,0.1303,0,0.741583207,0.093116311,0.165300482
Blue2-3,Blue,16,240,H,0.103543914,2,0.1068,1.113,Y,Untreated Diploid,52.4,0.1407,0.0311,5.04,0.0504,1.620578778,10.14,0.221037669,45,0.1511,0.0336,5.53,0.0553,1.645833333,10.7,0.222369292,45.8,0.1538,0.0342,5.6,0.056,1.637426901,10.68,0.22236671,0.032966667,47.73333333,0.221924557,0.010106016,1.634613004,0,0,1,0,1,0.8233,0.833406016,0.2088,1.042206016,0.250538148,0.0659,0.1429,0,0.799655733,0.06323126,0.137113006
Santa16-2018,Santa,16,120,H,0.109150686,3,0.0883,1.128,Y,Treated Diploid,43.8,0.1059,0.025,3.97,0.0397,1.588,9.01,0.236071766,45.2,0.1089,0.0266,4.14,0.0414,1.556390977,8.62,0.24426079,33.9,0.0965,0.023,4.1,0.041,1.782608696,8.36,0.238341969,0.024866667,40.96666667,0.239558175,0.022300348,1.642333224,0,0,0,0,0,0.7644,0.786700348,0.2063,0.993000348,0.262234535,0.043,0.1633,0,0.792245793,0.043303107,0.1644511
Cheney2-2018,Cheney,15,407,H,0.84434328,19,0.0735,1.138,Y,Treated Diploid,35.9,0.0854,0.0191,3.33,0.0333,1.743455497,7.94,0.223653396,38.8,0.0815,0.0247,3.61,0.0361,1.461538462,7.88,0.303067485,40.6,0.1071,0.0236,4.16,0.0416,1.762711864,8.97,0.220354809,0.022466667,38.43333333,0.24902523,0.029803963,1.655901941,0,1,0,0,1,0.5721,0.601903963,0.1336,0.735503963,0.22196232,0.0456,0.088,0,0.818355839,0.061998306,0.119645854
CheneyA-2018,Cheney,15,431,H,0.143167832,4,0.0916,1.115,Y,Treated Diploid,43.5,0.0918,0.0234,3.68,0.0368,1.572649573,8,0.254901961,37.5,0.0935,0.0209,3.69,0.0369,1.765550239,8.14,0.223529412,42.7,0.0797,0.0192,3.24,0.0324,1.6875,7.38,0.240903388,0.021166667,41.23333333,0.239778254,0.024668212,1.675233271,1,1,1,1,4,0.5712,0.595868212,0.1103,0.706168212,0.185108045,0.0351,0.0752,0,0.843804921,0.049704871,0.106490208
Santa-1,Santa,14,310,H,0.559070301,14,0.0464,1.201,Y,Untreated Diploid,44.9,0.1166,0.026,4.35,0.0435,1.673076923,8.67,0.222984563,46.7,0.1017,0.0223,3.95,0.0395,1.771300448,8.4,0.21927237,NA,NA,0.027,4.27,0.0427,1.581481481,9.33,NA,0.0251,45.8,0.221128467,0.027460155,1.675286284,0,0,0,0,0,0.5584,0.585860155,0.1004,0.686260155,0.171371955,0.0207,0.0797,0,0.853699797,0.030163488,0.116136715
Blue2-2,Blue,9,225,H,0.957178436,19,0.1055,0.985,Y,Untreated Diploid,40.6,0.0749,0.0172,3.18,0.0318,1.848837209,7.22,0.229639519,38.5,0.1156,0.0247,4.12,0.0412,1.668016194,9.32,0.21366782,41,0.083,0.0176,3.5,0.035,1.988636364,7.75,0.212048193,0.019833333,40.03333333,0.218451844,0.01351786,1.835163256,0,0,1,0,1,0.7249,0.73841786,0.2151,0.95351786,0.29129848,0.0536,0.1615,0,0.774414294,0.056212896,0.169372811
KB2-2,KB,4,292,C,0.695930421,12,0.0252,0.972,Y,Untreated Diploid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0.3263,0.3263,0.2793,0.6056,0.855960772,0.1387,0.1406,0,0.538804491,0.229029062,0.232166446
Cheney4-2018,Cheney,8,136,C,0.138500425,3,0.0239,1.029,Y,Treated Diploid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0.2068,0.2068,0.1537,0.3605,0.743230174,0.0629,0.0908,0,0.573647712,0.174479889,0.251872399
Santa10-2018,Santa,4,100,C,0.63554581,11,0.0581,1.083,Y,Treated Diploid,38.1,0.1231,0.0423,NA,NA,NA,NA,0.343623071,35.7,0.1115,0.0423,NA,NA,NA,NA,0.379372197,NA,NA,NA,NA,NA,NA,NA,NA,0.0423,36.9,0.361497634,NA,NA,0,0,0,0,0,0.248,0.248,0.1165,0.3645,0.469758065,0.049,0.0675,0,0.680384088,0.134430727,0.185185185
Santa4-2018,Santa,15,335,H,0.299453685,5,0.1405,1.13,Y,Untreated Diploid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0.6512,0.6512,0.1765,0.8277,0.271038084,0.0553,0.1212,0,0.786758487,0.066811647,0.146429866
Blue2-1,Blue,5,205,C,0.03339159,1,NA,NA,,Untreated Diploid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Blue2-2,Blue,2,218,C,0.208597508,6,NA,NA,,Untreated Diploid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
Santa14-2018,Santa,4,52,C,0.339613887,7,0.0277,NA,,Treated Diploid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,4,0.2706,0.2706,0.1409,0.4115,0.520694752,0.084,0.0569,0,0.657594168,0.204131227,0.138274605
Blue8-2018,Blue,5,725,C,NA,NA,NA,NA,,Treated Diploid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
Blue2-3,Blue,24,236,L,0.444920381,8,NA,NA,,Untreated Diploid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.0511,0.0511,0.0369,0.088,0.722113503,0.0214,0.0155,0,0.580681818,0.243181818,0.176136364
Blue6-2018,Blue,18,246,L,0.154050283,4,NA,NA,,Untreated Diploid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0.0095,0.0095,0.0044,0.0139,0.463157895,7.00E-04,0.0037,1,0.683453237,0.050359712,0.26618705
Blue5-2018,Blue,21,377,L,0.912950104,18,NA,NA,,Treated Diploid,NA,NA,NA,NA,NA,NA,NA,NA,37.2,0.0165,0.0032,NA,NA,NA,NA,0.193939394,38.6,0.0173,0.0056,NA,NA,NA,NA,0.323699422,0.0044,37.9,0.258819408,0.020381944,NA,1,1,1,1,4,0.0084,0.028781944,0.0055,0.034281944,0.191092026,6.00E-04,0.0049,0,0.839565691,0.017501925,0.142932384
Santa5-2018,Santa,17,461,L,0.812160813,15,NA,NA,,Treated Diploid,40.5,0.0132,0.0041,NA,NA,NA,NA,0.310606061,37.5,0.0158,0.0053,NA,NA,NA,NA,0.335443038,NA,NA,NA,NA,NA,NA,NA,NA,0.0047,39,0.32302455,0.020323573,NA,0,0,0,0,0,0.0151,0.035423573,0.008,0.043423573,0.225838314,0.0016,0.0064,0,0.815768269,0.036846346,0.147385384
