Accession,Population,Tray,Plant_ID,Treatment,rand_placement_within_tray,Placement,flow_fresh_tissue_weight,DNA_content,FLOW,Cytotype,leaf_1_chlorophyll,leaf_1_fresh_mass,leaf_1_dry_mass,leaf_1_area_cm,leaf_1_area_m,leaf_1_SLA,leaf_1_perimeter_cm,leaf_1_DMC,leaf_2_chlorophyll,leaf_2_fresh_mass,leaf_2_dry_mass,leaf_2_area_cm,leaf_2_area_m,leaf_2_SLA,leaf_2_perimeter,leaf_2_DMC,leaf_3_chlorophyll,leaf_3_fresh_mass,leaf_3_dry_mass,leaf_3_area,leaf_3_area_m,leaf_3_SLA,leaf_3_perimeter,leaf_3_DMC,avg_leaf_dry_mass,avg_chlorophyll,avg_DMC,est_flo_dry_leaf_weight,avg_SLA,leaf_curl,whorled_leaf,tick_stem,thick_leaf,Sum,aboveground_dry_mass,total_aboveground_biomass,belowground_dry_mass,total_biomass_g,root_to_shoot_raio,rhizome_weight,fine_roots_weight,Died,normalized_aboveground_mass,normalized_rhizome_mass,normalized_fine_roots_mass
Cheney2-2018,Cheney,32,763,H,NA,NA,0.0405,1.172,Y,Treated Diploid,50.7,0.1673,0.0536,5.93,0.0593,1.106343284,10.29,0.320382546,50.1,0.1431,0.0428,5.64,0.0564,1.317757009,10.07,0.299091544,NA,NA,0.0565,6.44,0.0644,1.139823009,10.7,NA,0.050966667,50.4,0.309737045,NA,1.187974434,0,0,0,0,0,0.7175,0.7175,0.2355,0.953,0.328222997,0.1103,0.1252,0,0.752885624,0.115739769,0.131374607
Santa-1,Santa,24,308,L,0.854447877,17,NA,NA,,Untreated Diploid,37.7,0.0334,0.0117,1.35,0.0135,1.153846154,4.86,0.350299401,37.9,0.0278,0.0098,1.2,0.012,1.224489796,4.54,0.352517986,NA,NA,NA,NA,NA,NA,NA,NA,0.01075,37.8,0.351408694,0.025732528,1.189167975,0,0,1,1,2,0.0446,0.070332528,0.1156,0.185932528,1.643620716,0.097,0.0186,0,0.378269089,0.521694622,0.100036288
Santa9-2018,Santa,13,69,H,0.102026833,5,0.0462,1.027,Y,Treated Diploid,43.5,0.1844,0.0509,6.81,0.0681,1.337917485,10.89,0.276030369,33.6,0.1636,0.045,4.75,0.0475,1.055555556,9.68,0.275061125,NA,NA,0.0526,6.21,0.0621,1.180608365,11.29,NA,0.0495,38.55,0.275545747,0.009978925,1.191360469,1,1,0,0,2,0.8817,0.891678925,0.2597,1.151378925,0.291248332,0.1061,0.1536,0,0.774444369,0.092150375,0.133405256
Santa4-2018,Santa,13,333,H,0.422259662,11,0.0375,1.021,Y,Untreated Diploid,41.3,0.1382,0.0379,4.48,0.0448,1.182058047,9.32,0.274240232,45.1,0.1376,0.0367,4.41,0.0441,1.201634877,9.17,0.266715116,NA,NA,NA,NA,NA,NA,NA,NA,0.0373,43.2,0.270477674,NA,1.191846462,0,1,0,0,1,0.8617,0.8617,0.3269,1.1886,0.379366369,0.1583,0.1686,0,0.724970554,0.133181895,0.141847552
Blue3-2018,Blue,23,163,L,0.373663853,9,NA,NA,,Treated Diploid,36.2,0.041,0.0133,1.6,0.016,1.203007519,5.74,0.324390244,37.9,0.0405,0.0138,1.63,0.0163,1.18115942,5.92,0.340740741,NA,NA,NA,NA,NA,NA,NA,NA,0.01355,37.05,0.332565493,0.015779028,1.19208347,0,0,0,0,0,0.0692,0.084979028,0.0599,0.144879028,0.704879797,0.0278,0.0321,0,0.586551616,0.191884225,0.221564159
Cheney7-2018,Cheney,18,270,L,0.270691997,7,NA,NA,,Untreated Diploid,38.1,0.0161,0.0062,0.73,0.0073,1.177419355,3.59,0.385093168,39.5,0.0241,0.0082,0.99,0.0099,1.207317073,4.12,0.340248963,NA,NA,NA,NA,NA,NA,NA,NA,0.0072,38.8,0.362671066,0.011039374,1.192368214,0,0,0,0,0,0.0214,0.032439374,0.0326,0.065039374,1.004951575,0.0191,0.0135,0,0.498765163,0.293668263,0.207566573
Blue6-2018,Blue,2,242,C,0.471569262,11,0.0811,1.343,Y,Untreated Diploid,38.8,0.0634,0.0208,2.43,0.0243,1.168269231,6.99,0.32807571,39.1,0.0658,0.0207,2.49,0.0249,1.202898551,7.11,0.314589666,38.1,0.059,0.0202,2.44,0.0244,1.207920792,7.28,0.342372881,0.020566667,38.66666667,0.328346086,0.022700946,1.193029525,0,0,0,0,0,0.1026,0.125300946,0.2062,0.331500946,1.645638015,0.1201,0.0861,0,0.377980659,0.362291575,0.259727766
Santa16-2018,Santa,24,116,L,0.349707531,6,NA,NA,,Treated Diploid,37.4,0.0432,0.0142,1.66,0.0166,1.169014085,5.32,0.328703704,39.8,0.0414,0.0141,1.73,0.0173,1.226950355,5.42,0.34057971,NA,NA,NA,NA,NA,NA,NA,NA,0.01415,38.6,0.334641707,0.012892287,1.19798222,0,0,0,0,0,0.0633,0.076192287,0.0736,0.149792287,0.965977042,0.0344,0.0392,0,0.508652939,0.229651344,0.261695717
Cheney2-2018,Cheney,23,259,L,0.354618473,8,NA,NA,,Untreated Diploid,41.1,0.0201,0.0069,0.83,0.0083,1.202898551,3.89,0.343283582,39.5,0.0261,0.0088,1.05,0.0105,1.193181818,4.22,0.337164751,NA,NA,NA,NA,NA,NA,NA,NA,0.00785,40.3,0.340224167,0.029919862,1.198040185,1,1,1,1,4,0.0283,0.058219862,0.0188,0.077019862,0.322913854,0.0078,0.011,0,0.755907119,0.101272578,0.142820303
CheneyA-2018,Cheney,14,286,H,0.119473557,5,0.0522,1.172,Y,Untreated Diploid,49,0.1439,0.0466,5.29,0.0529,1.135193133,9.91,0.323835997,48.9,0.2319,0.0651,8.08,0.0808,1.241167435,12.37,0.28072445,NA,NA,0.0419,5.13,0.0513,1.224343675,9.61,NA,0.0512,48.95,0.302280224,0.013103856,1.200234748,0,0,1,0,1,1.1191,1.132203856,0.3372,1.469403856,0.297826225,0.15,0.1872,0,0.770519181,0.102082215,0.127398604
Santa14-2018,Santa,18,54,L,0.938824055,19,NA,NA,,Treated Diploid,45.7,0.0333,0.0107,1.29,0.0129,1.205607477,4.56,0.321321321,44.3,0.0333,0.0111,1.33,0.0133,1.198198198,4.78,0.333333333,NA,NA,NA,NA,NA,NA,NA,NA,0.0109,45,0.327327327,0.014691239,1.201902838,1,0,0,0,1,0.0361,0.050791239,0.0284,0.079191239,0.55915155,0.0114,0.017,0,0.641374471,0.143955318,0.214670211
Santa15-2018,Santa,13,453,H,0.064800591,3,0.0419,1.032,Y,Treated Diploid,49.3,0.1698,0.0523,6.36,0.0636,1.216061185,11.06,0.308009423,47.2,0.1451,0.0446,5.31,0.0531,1.19058296,10.26,0.307374225,NA,NA,NA,NA,NA,NA,NA,NA,0.04845,48.25,0.307691824,NA,1.203322073,0,0,1,0,1,1.1462,1.1462,0.1939,1.3401,0.169167685,0.0909,0.103,0,0.855309305,0.067830759,0.076859936
KB2-2,KB,11,299,H,0.973196789,19,0.0762,1.115,Y,Untreated Diploid,43.9,0.1499,0.0393,4.9,0.049,1.246819338,9.44,0.262174783,46.9,0.1503,0.0399,4.69,0.0469,1.175438596,9.2,0.265469062,45.1,0.1578,0.043,5.12,0.0512,1.190697674,9.39,0.272496831,0.040733333,45.3,0.266713559,0.024104044,1.204318536,1,0,0,0,1,0.6217,0.645804044,0.3974,1.043204044,0.615356939,0.1504,0.247,0,0.619058225,0.14417122,0.236770555
Blue1-3,Blue,18,198,L,0.052962045,2,NA,NA,,Untreated Diploid,40.7,0.021,0.0062,0.8,0.008,1.290322581,3.78,0.295238095,45.7,0.0227,0.0076,0.85,0.0085,1.118421053,3.96,0.334801762,NA,NA,NA,NA,NA,NA,NA,NA,0.0069,43.2,0.315019929,0.028861085,1.204371817,0,1,0,0,1,0.0324,0.061261085,0.012,0.073261085,0.195882917,0.0029,0.0091,0,0.836202262,0.039584453,0.124213285
CheneyA-2018,Cheney,23,283,L,0.472650856,14,NA,NA,,Untreated Diploid,33.4,0.0293,0.0099,1.22,0.0122,1.232323232,4.54,0.337883959,35.6,0.0328,0.0119,1.4,0.014,1.176470588,4.9,0.362804878,NA,NA,NA,NA,NA,NA,NA,NA,0.0109,34.5,0.350344419,0.012949409,1.20439691,0,1,0,1,2,0.0587,0.071649409,0.0702,0.141849409,0.979770817,0.0397,0.0305,0,0.505108971,0.279874271,0.215016758
CheneyA-2018,Cheney,13,429,H,0.422671484,12,0.0386,1.115,Y,Treated Diploid,38,0.1629,0.0439,5.31,0.0531,1.209567198,9.5,0.269490485,31.9,0.1475,0.0426,5.12,0.0512,1.201877934,9.63,0.288813559,NA,NA,NA,NA,NA,NA,NA,NA,0.04325,34.95,0.279152022,NA,1.205722566,0,0,0,0,0,0.4681,0.4681,0.2171,0.6852,0.463789789,0.1175,0.0996,0,0.683158202,0.171482779,0.145359019
CheneyA-2018,Cheney,5,277,C,0.536881935,13,0.085,1.123,Y,Untreated Diploid,43.4,0.0755,0.024,2.67,0.0267,1.1125,6.76,0.317880795,44.3,0.0768,0.0239,2.77,0.0277,1.158995816,6.83,0.311197917,37.6,0.0789,0.0218,2.94,0.0294,1.348623853,7.16,0.276299113,0.023233333,41.76666667,0.301792608,0.020686567,1.206706556,0,0,0,0,0,0.091,0.111686567,0.1071,0.218786567,0.958933584,0.0421,0.065,0,0.51048183,0.192424976,0.297093194
Blue19-2018,Blue,5,181,C,0.690679039,16,0.0481,NA,,Treated Diploid,43.3,0.0548,0.0166,1.99,0.0199,1.198795181,6.11,0.302919708,44.9,0.0649,0.0185,2.19,0.0219,1.183783784,6.19,0.285053929,46.6,0.0575,0.0166,2.06,0.0206,1.240963855,5.94,0.288695652,0.017233333,44.93333333,0.292223096,0.012650395,1.207847607,0,1,1,0,2,0.1631,0.175750395,0.1252,0.300950395,0.712373932,0.063,0.0622,0,0.583984597,0.209336824,0.206678579
Blue14-2018,Blue,15,359,H,0.650204974,13,0.1168,0.946,Y,Treated Diploid,44.5,0.204,0.0546,6.74,0.0674,1.234432234,11.51,0.267647059,40.1,0.1873,0.0515,7.13,0.0713,1.384466019,11.38,0.274959957,NA,NA,0.0598,6.02,0.0602,1.006688963,11,NA,0.0553,42.3,0.271303508,0.020088945,1.208529072,1,1,0,0,2,0.8012,0.821288945,0.3586,1.179888945,0.43663074,0.1397,0.2189,0,0.696073091,0.118400974,0.185525935
Cheney4-2018,Cheney,6,134,C,0.586712536,12,0.014,1.101,Y,Treated Diploid,43.9,0.0556,0.0196,2.17,0.0217,1.107142857,6.2,0.352517986,35.2,0.0524,0.0168,2.21,0.0221,1.31547619,6.49,0.320610687,NA,NA,NA,NA,NA,NA,NA,NA,0.0182,39.55,0.336564337,NA,1.211309524,0,1,0,0,1,0.1308,0.1308,0.0693,0.2001,0.529816514,0.0384,0.0309,0,0.653673163,0.191904048,0.154422789
Santa11-2018,Santa,2,122,C,0.549137572,12,0.0763,0.979,Y,Treated Diploid,46.8,0.0655,0.0198,2.51,0.0251,1.267676768,6.65,0.302290076,45.2,0.0718,0.0242,2.82,0.0282,1.165289256,7.07,0.337047354,44.7,0.0655,0.0202,2.43,0.0243,1.202970297,6.66,0.308396947,0.0214,45.56666667,0.315911459,0.029514016,1.211978774,0,0,0,0,0,0.2069,0.236414016,0.1366,0.373014016,0.577799922,0.0657,0.0709,0,0.633793922,0.176132792,0.190073287
Santa11-2018,Santa,10,130,H,0.554195397,10,0.0298,1.048,Y,Treated Diploid,48.8,0.113,0.0366,4.28,0.0428,1.169398907,9.19,0.323893805,48.6,0.1045,0.0323,4.03,0.0403,1.247678019,8.93,0.309090909,49.2,0.1444,0.0437,5.33,0.0533,1.219679634,10.05,0.302631579,0.037533333,48.86666667,0.311872098,0.021829485,1.212252187,0,0,0,0,0,0.8829,0.904729485,0.3322,1.236929485,0.367181578,0.1482,0.184,0,0.73143174,0.119812812,0.148755448
Blue16-2018,Blue,4,148,C,0.713939515,15,0.0692,NA,,Treated Diploid,44.9,0.064,0.0197,2.49,0.0249,1.263959391,7.3,0.3078125,41.6,0.0749,0.0242,2.81,0.0281,1.161157025,7.77,0.323097463,NA,NA,NA,NA,NA,NA,NA,NA,0.02195,43.25,0.315454982,NA,1.212558208,0,0,0,0,0,0.2101,0.2101,0.1954,0.4055,0.930033317,0.1231,0.0723,0,0.518125771,0.303575832,0.178298397
Blue16-2018,Blue,12,156,H,0.864622168,18,0.0337,1.157,Y,Treated Diploid,54.6,0.2572,0.068,8.23,0.0823,1.210294118,13.14,0.264385692,55.5,0.1864,0.0567,6.71,0.0671,1.183421517,12.58,0.304184549,50.3,0.2132,0.0583,7.26,0.0726,1.245283019,12.81,0.273452158,0.061,53.46666667,0.280674133,0.018197576,1.212999551,1,1,1,1,4,1.1984,1.216597576,0.4386,1.655197576,0.360513623,0.131,0.3076,0,0.735016528,0.07914463,0.185838842
Blue6-2018,Blue,9,249,H,0.468037818,10,0.0888,1.013,Y,Untreated Diploid,41,0.1913,0.0494,6.85,0.0685,1.386639676,11.08,0.258233142,42.8,0.1676,0.0477,5.57,0.0557,1.167714885,10.77,0.284606205,50.2,0.202,0.0605,6.57,0.0657,1.085950413,11.41,0.29950495,0.052533333,44.66666667,0.280781432,0.021282329,1.213434991,1,1,1,1,4,0.8315,0.852782329,0.3178,1.170582329,0.372662506,0.1224,0.1954,0,0.728511193,0.104563342,0.166925465
Blue8-2018,Blue,11,395,H,0.088978511,3,0.0916,1.063,Y,Treated Diploid,56,0.1684,0.041,4.97,0.0497,1.212195122,10.68,0.243467933,43.6,0.1496,0.0375,4.71,0.0471,1.256,9.71,0.250668449,58.5,0.1334,0.0362,4.26,0.0426,1.17679558,10.15,0.271364318,0.038233333,52.7,0.2551669,0.02812524,1.214996901,0,1,0,0,1,0.6205,0.64862524,0.3474,0.99602524,0.535594329,0.1477,0.1997,0,0.651213658,0.148289415,0.200496927
Blue19-2018,Blue,21,185,L,0.921815272,19,NA,NA,,Treated Diploid,34.5,0.0159,0.0047,0.6,0.006,1.276595745,3.33,0.295597484,39.5,0.0172,0.0055,0.68,0.0068,1.236363636,3.37,0.319767442,36.2,0.0142,0.0052,0.59,0.0059,1.134615385,3.21,0.366197183,0.005133333,36.73333333,0.32718737,0.006122418,1.215858255,NA,NA,NA,NA,NA,0.0347,0.040822418,0.05,0.090822418,1.224817207,0.0324,0.0176,0,0.449475128,0.356740117,0.193784755
Santa10-2018,Santa,17,101,L,0.761044666,14,NA,NA,,Treated Diploid,34.5,0.0364,0.012,1.48,0.0148,1.233333333,5.06,0.32967033,35.9,0.0371,0.0123,1.48,0.0148,1.203252033,5.05,0.331536388,NA,NA,NA,NA,NA,NA,NA,NA,0.01215,35.2,0.330603359,0.020962018,1.218292683,0,0,1,0,1,0.0733,0.094262018,0.0714,0.165662018,0.757463096,0.0479,0.0235,0,0.569001991,0.289142922,0.141855087
Santa11-2018,Santa,11,131,H,0.493315874,9,0.0504,1.058,Y,Treated Diploid,44.4,0.1527,0.0413,5.16,0.0516,1.249394673,9.25,0.270464964,47.8,0.1312,0.0371,4.67,0.0467,1.258760108,9.19,0.28277439,42.5,0.1815,0.0509,5.86,0.0586,1.151277014,10.74,0.280440771,0.0431,44.9,0.277893375,0.004236813,1.219810598,0,0,1,0,1,0.9274,0.931636813,0.2805,1.212136813,0.301082993,0.0724,0.2081,0,0.768590478,0.059729231,0.17168029
Santa-1,Santa,5,301,C,0.868118952,19,0.0767,1.022,Y,Untreated Diploid,42.6,0.0789,0.0249,2.96,0.0296,1.18875502,7.07,0.315589354,46.6,0.0843,0.0251,2.98,0.0298,1.187250996,7.04,0.297746145,42.7,0.0821,0.0232,2.99,0.0299,1.288793103,7.03,0.282582217,0.0244,43.96666667,0.298639239,0.03373473,1.221599706,1,1,1,0,3,0.1218,0.15553473,0.1075,0.26303473,0.691163961,0.04,0.0675,0,0.591308722,0.152071173,0.256620105
Blue3-2018,Blue,14,166,H,0.691347046,17,0.0397,0.988,Y,Treated Diploid,54,0.2531,0.0677,8.08,0.0808,1.193500739,12.86,0.267483208,50.8,0.2235,0.059,7.27,0.0727,1.23220339,12.25,0.263982103,NA,NA,0.0622,7.71,0.0771,1.239549839,12.48,NA,0.062966667,52.4,0.265732656,0.011451795,1.221751323,0,0,0,0,0,1.0604,1.071851795,0.6124,1.684251795,0.571347646,0.2549,0.3575,0,0.636396409,0.151343167,0.212260424
Blue6-2018,Blue,12,252,H,0.259265204,6,0.0657,1.061,Y,Untreated Diploid,51.8,0.2724,0.0732,8.75,0.0875,1.195355191,12.88,0.268722467,50.4,0.2765,0.0712,9.15,0.0915,1.28511236,13.11,0.257504521,51.2,0.2062,0.0584,6.92,0.0692,1.184931507,12.01,0.283220175,0.0676,51.13333333,0.269815721,0.025934938,1.221799686,1,1,1,1,4,1.1323,1.158234938,0.6104,1.768634938,0.527008796,0.3002,0.3102,0,0.654875075,0.169735423,0.175389501
Cheney7-2018,Cheney,11,275,H,0.242655991,5,0.1096,1.171,Y,Untreated Diploid,51.2,0.1077,0.0282,3.97,0.0397,1.407801418,8.53,0.26183844,48.8,0.1707,0.0477,5.68,0.0568,1.190775681,10.36,0.27943761,46.3,0.1691,0.0528,5.66,0.0566,1.071969697,10.58,0.312241277,0.0429,48.76666667,0.284505776,0.015952603,1.223515599,0,0,1,0,1,0.735,0.750952603,0.235,0.985952603,0.312935862,0.066,0.169,0,0.761651829,0.066940337,0.171407834
Blue2-3,Blue,7,231,C,0.688917848,16,0.0763,0.887,Y,Untreated Diploid,51.2,0.0976,0.0297,3.49,0.0349,1.175084175,8.56,0.304303279,47.8,0.0866,0.026,3.18,0.0318,1.223076923,8.13,0.300230947,48.3,0.0986,0.0284,3.63,0.0363,1.278169014,8.73,0.288032454,0.028033333,49.1,0.297522227,0.038829158,1.225443371,1,1,1,1,4,0.1111,0.149929158,0.0662,0.216129158,0.441541865,0.0288,0.0374,0,0.693701671,0.133253654,0.173044675
Santa-1,Santa,22,306,L,0.217835374,6,NA,NA,,Untreated Diploid,38.3,0.0364,0.0116,1.52,0.0152,1.310344828,4.97,0.318681319,40,0.0343,0.0124,1.42,0.0142,1.14516129,4.9,0.361516035,NA,NA,NA,NA,NA,NA,NA,NA,0.012,39.15,0.340098677,0.017436505,1.227753059,0,0,0,0,0,0.0493,0.066736505,0.0331,0.099836505,0.495980423,0.0169,0.0162,0,0.668457945,0.169276759,0.162265296
Santa9-2018,Santa,16,72,H,0.791945777,15,0.0789,1.164,Y,Treated Diploid,49.6,0.1213,0.0348,4.48,0.0448,1.287356322,8.92,0.286892003,50.2,0.1502,0.0448,5.43,0.0543,1.212053571,10.02,0.298268975,50.1,0.1449,0.0417,4.99,0.0499,1.196642686,9.63,0.287784679,0.040433333,49.96666667,0.290981886,0.010298532,1.232017526,0,0,0,0,0,1.0229,1.033198532,0.446,1.479198532,0.431669216,0.1462,0.2998,0,0.698485369,0.098837307,0.202677324
KB2-2,KB,18,294,L,0.001008347,1,NA,NA,,Untreated Diploid,37,0.023,0.0073,0.92,0.0092,1.260273973,4.05,0.317391304,40.2,0.0265,0.0088,1.06,0.0106,1.204545455,4.22,0.332075472,NA,NA,NA,NA,NA,NA,NA,NA,0.00805,38.6,0.324733388,0.021152987,1.232409714,0,0,0,0,0,0.0194,0.040552987,0.0532,0.093752987,1.311863908,0.0282,0.025,0,0.432551413,0.300790416,0.266658171
Blue8-2018,Blue,4,733,C,NA,NA,0.0437,1.107,Y,Treated Diploid,43.6,0.0743,0.022,2.65,0.0265,1.204545455,7.1,0.296096904,40.6,0.0753,0.0213,2.69,0.0269,1.262910798,7.11,0.282868526,NA,NA,NA,NA,NA,NA,NA,NA,0.02165,42.1,0.289482715,NA,1.233728127,1,1,1,0,3,0.0958,0.0958,0.065,0.1608,0.678496868,0.0468,0.0182,0,0.595771144,0.291044776,0.11318408
Cheney2-2018,Cheney,16,264,H,0.657237857,11,0.0925,1.154,Y,Untreated Diploid,48.2,0.1245,0.0334,4.1,0.041,1.22754491,8.88,0.268273092,50.8,0.164,0.0441,5.16,0.0516,1.170068027,10.07,0.268902439,47.7,0.1501,0.0399,5.21,0.0521,1.305764411,10.09,0.265822785,0.039133333,48.9,0.267666105,0.011821711,1.234459116,0,1,0,0,1,0.7077,0.719521711,0.2891,1.008621711,0.401794686,0.109,0.1801,0,0.71337123,0.108068267,0.178560503
Santa11-2018,Santa,19,127,L,0.352065769,10,NA,NA,,Treated Diploid,41.9,0.0459,0.0152,1.88,0.0188,1.236842105,5.85,0.331154684,41.2,0.0414,0.0137,1.69,0.0169,1.233576642,5.45,0.330917874,NA,NA,NA,NA,NA,NA,NA,NA,0.01445,41.55,0.331036279,0.031375655,1.235209374,0,0,1,1,2,0.0609,0.092275655,0.0365,0.128775655,0.395553952,0.0122,0.0243,0,0.716561333,0.094738404,0.188700263
Santa17-2018,Santa,23,91,L,0.701947242,18,NA,NA,,Treated Diploid,38.9,0.0256,0.0092,1.14,0.0114,1.239130435,4.48,0.359375,39.1,0.0301,0.0103,1.27,0.0127,1.233009709,4.87,0.342192691,NA,NA,NA,NA,NA,NA,NA,NA,0.00975,39,0.350783846,0.03469899,1.236070072,0,0,0,0,0,0.0517,0.08639899,0.0471,0.13349899,0.545145262,0.0246,0.0225,0,0.647188342,0.184271057,0.168540601
Santa9-2018,Santa,14,70,H,0.351164533,10,0.0604,1.103,Y,Treated Diploid,44,0.1515,0.0463,5.83,0.0583,1.259179266,10.92,0.305610561,49,0.1558,0.0471,5.77,0.0577,1.225053079,10.53,0.302310655,NA,NA,0.0468,5.74,0.0574,1.226495726,11.11,NA,0.046733333,46.5,0.303960608,0.009476653,1.236909357,1,1,0,0,2,1.1501,1.159576653,0.4268,1.586376653,0.368065362,0.1797,0.2471,0,0.730959228,0.113277007,0.155763765
Santa14-2018,Santa,17,53,L,0.010476746,1,NA,NA,,Treated Diploid,39.9,0.0357,0.0127,1.47,0.0147,1.157480315,4.91,0.355742297,35.5,0.0346,0.0113,1.49,0.0149,1.318584071,5.01,0.326589595,NA,NA,NA,NA,NA,NA,NA,NA,0.012,37.7,0.341165946,0.011284321,1.238032193,0,0,1,1,2,0.0628,0.074084321,0.0562,0.130284321,0.758595061,0.0368,0.0194,0,0.568635738,0.282459161,0.148905101
Santa16-2018,Santa,6,110,C,0.840888335,18,0.0238,1.059,Y,Treated Diploid,47.9,0.0813,0.0259,3.14,0.0314,1.212355212,7.3,0.318573186,45.7,0.0689,0.0235,2.99,0.0299,1.272340426,7.24,0.34107402,NA,NA,NA,NA,NA,NA,NA,NA,0.0247,46.8,0.329823603,NA,1.242347819,0,0,0,0,0,0.2684,0.2684,0.22,0.4884,0.819672131,0.1001,0.1199,0,0.54954955,0.204954955,0.245495495
Blue8-2018,Blue,6,728,C,NA,NA,0.0088,1.023,Y,Treated Diploid,49.6,0.0731,0.02,2.63,0.0263,1.315,7.14,0.273597811,50.3,0.0603,0.0194,2.27,0.0227,1.170103093,6.68,0.32172471,NA,NA,NA,NA,NA,NA,NA,NA,0.0197,49.95,0.297661261,NA,1.242551547,0,0,0,0,0,0.1436,0.1436,0.1145,0.2581,0.79735376,0.0658,0.0487,0,0.556373499,0.254939946,0.188686556
Santa14-2018,Santa,19,55,L,0.036345299,2,NA,NA,,Treated Diploid,37.3,0.039,0.0132,1.65,0.0165,1.25,5.32,0.338461538,40.1,0.0404,0.014,1.73,0.0173,1.235714286,5.49,0.346534653,NA,NA,NA,NA,NA,NA,NA,NA,0.0136,38.7,0.342498096,0.019450953,1.242857143,0,0,0,0,0,0.0546,0.074050953,0.0504,0.124450953,0.680612443,0.0309,0.0195,0,0.595021181,0.248290586,0.156688234
CheneyA-2018,Cheney,31,758,C,NA,NA,0.0177,0.993,Y,Treated Diploid,39.7,0.0709,0.0215,2.84,0.0284,1.320930233,7.13,0.303244006,44.9,0.0681,0.0236,2.75,0.0275,1.165254237,6.95,0.346549192,NA,NA,NA,NA,NA,NA,NA,NA,0.02255,42.3,0.324896599,NA,1.243092235,0,1,0,0,1,0.236,0.236,0.2023,0.4383,0.85720339,0.1065,0.0958,0,0.538443988,0.242984257,0.218571755
Santa16-2018,Santa,23,115,L,0.159547317,6,NA,NA,,Treated Diploid,35.5,0.0513,0.0161,2.01,0.0201,1.248447205,5.85,0.313840156,35.2,0.0497,0.0163,2.02,0.0202,1.239263804,5.89,0.327967807,NA,NA,NA,NA,NA,NA,NA,NA,0.0162,35.35,0.320903982,NA,1.243855505,0,1,0,0,1,0.0953,0.0953,0.1085,0.2038,1.138509969,0.0675,0.041,0,0.467615309,0.331207066,0.201177625
Santa17-2018,Santa,24,92,L,0.095351251,2,NA,NA,,Treated Diploid,39.4,0.0308,0.0096,1.22,0.0122,1.270833333,4.5,0.311688312,38.1,0.0332,0.0115,1.4,0.014,1.217391304,4.89,0.346385542,NA,NA,NA,NA,NA,NA,NA,NA,0.01055,38.75,0.329036927,0.020508115,1.244112319,0,0,0,0,0,0.0627,0.083208115,0.0685,0.151708115,0.823237012,0.0329,0.0356,0,0.548475044,0.216863811,0.234661145
Santa-3,Santa,9,321,H,0.069271868,2,0.1495,1.124,Y,Untreated Diploid,47.1,0.2177,0.0615,7.65,0.0765,1.243902439,11.94,0.282498852,48.2,0.1716,0.0503,6.12,0.0612,1.216699801,11.22,0.293123543,47.8,0.1869,0.0544,6.93,0.0693,1.273897059,11.14,0.291064741,0.0554,47.7,0.288895712,0.01109032,1.2448331,0,1,0,0,1,0.9184,0.92949032,0.3619,1.29139032,0.389353167,0.1475,0.2144,0,0.719759399,0.114217985,0.166022617
Blue2-2,Blue,18,222,L,0.080055018,3,NA,NA,,Untreated Diploid,41,0.0509,0.0165,1.88,0.0188,1.139393939,6.1,0.324165029,40.2,0.0504,0.0137,1.85,0.0185,1.350364964,5.94,0.271825397,NA,NA,NA,NA,NA,NA,NA,NA,0.0151,40.6,0.297995213,0.011429798,1.244879452,0,0,0,0,0,0.087,0.098429798,0.0637,0.162129798,0.647161747,0.0391,0.0246,0,0.60710492,0.241164798,0.151730282
Blue5-2018,Blue,23,379,L,0.936214678,19,NA,NA,,Treated Diploid,37.1,0.0201,0.0065,0.82,0.0082,1.261538462,3.7,0.323383085,38.3,0.0208,0.0069,0.85,0.0085,1.231884058,3.91,0.331730769,NA,NA,NA,NA,NA,NA,NA,NA,0.0067,37.7,0.327556927,0.018385256,1.24671126,1,1,0,0,2,0.032,0.050385256,0.0283,0.078685256,0.561672248,0.0165,0.0118,0,0.640339227,0.20969621,0.149964563
Blue2-2018,Blue,17,173,L,0.073766966,4,NA,NA,,Treated Diploid,31.6,0.0337,0.01,1.3,0.013,1.3,5.02,0.296735905,39.8,0.0403,0.0139,1.66,0.0166,1.194244604,5.74,0.344913151,NA,NA,NA,NA,NA,NA,NA,NA,0.01195,35.7,0.320824528,0.013162458,1.247122302,0,1,0,0,1,0.0888,0.101962458,0.1004,0.202362458,0.984676144,0.0644,0.036,0,0.503860543,0.318240847,0.17789861
Santa10-2018,Santa,12,108,H,0.045273741,1,0.054,1.074,Y,Treated Diploid,50.7,0.1825,0.0543,6.56,0.0656,1.208103131,11.21,0.297534247,47.5,0.1784,0.051,6.31,0.0631,1.237254902,10.85,0.285874439,47.8,0.172,0.0493,6.4,0.064,1.298174442,10.95,0.286627907,0.051533333,48.66666667,0.290012198,0.021003013,1.247844158,1,1,0,0,2,1.2002,1.221203013,0.3242,1.545403013,0.265475925,0.1665,0.1577,0,0.790216534,0.107738887,0.102044579
